level,kode_lengkap,nama_item,,,,,,,,,,,,,,,,,,,,,,,
6,1.3.2.10.02.03,PERALATAN PERSONAL KOMPUTER,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.001,CPU (Peralatan Personal Komputer),,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.002,Monitor,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.003,Printer (Peralatan Personal Komputer),,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.004,Scanner (Peralatan Personal Komputer),,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.005,Plotter (Peralatan Personal Komputer),,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.006,Viewer (Peralatan Personal Komputer),,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.007,External,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.008,Digitizer (Peralatan Personal Komputer),,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.009,Keyboard (Peralatan Personal Komputer),,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.010,CD Writer,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.011,DVD Writer,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.012,Firewire Card,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.013,Capture Card,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.014,LAN Card,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.015,External CD/DVD Drive (ROM),,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.016,External Floppy Disk Drive,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.03.017,External/Portable Hardisk,,,,,,,,,,,,,,,,,,,,,,,
6,1.3.2.10.02.04,PERALATAN JARINGAN,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.001,Server,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.002,Router,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.003,Hub,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.004,Modem,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.005,Netware Interface External,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.006,Repeater and Transciever,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.007,Head Copy Terminal,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.008,Rack Modem,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.009,Card Punch,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.010,Head Copy Printer,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.011,Character Terminal,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.012,Graphic Terminal,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.013,Terminal,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.014,Rak Server,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.015,Firewall,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.016,Switch Rak,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.017,Wanscaller,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.018,E-Mail Security,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.019,Client Clearing House,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.020,CAT 6 Cable,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.021,Kabel UTP,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.022,Wireless PCI Card,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.023,Wireless Access Point,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.024,Switch,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.025,Hubbel UTP,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.026,Access Point,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.027,Rackmount,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.028,KVM Keyboard Video Monitor,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.029,Mobile Modem GSM/CDMA,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.030,Network Cable Tester,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.031,Jaringan Satpas,,,,,,,,,,,,,,,,,,,,,,,
7,1.3.2.10.02.04.032,NComputing,,,,,,,,,,,,,,,,,,,,,,,
6,1.3.2.10.02.05,PERALATAN KOMPUTER LAINNYA,,,,,,,,,,,,,,,,,,,,,,,
3,1.3.7,AKUMULASI PENYUSUTAN,,,,,,,,,,,,,,,,,,,,,,,
4,1.3.7.01,AKUMULASI PENYUSUTAN ALAT BESAR,,,,,,,,,,,,,,,,,,,,,,,
5,1.3.7.01.10,AKUMULASI PENYUSUTAN KOMPUTER,,,,,,,,,,,,,,,,,,,,,,,
6,1.3.7.01.10.01,AKUMULASI PENYUSUTAN KOMPUTER UNIT,,,,,,,,,,,,,,,,,,,,,,,
6,1.3.7.01.10.02,AKUMULASI PENYUSUTAN PERALATAN KOMPUTER,,,,,,,,,,,,,,,,,,,,,,,
